0_x,0_y,0_score,1_x,1_y,1_score,2_x,2_y,2_score,3_x,3_y,3_score,4_x,4_y,4_score,5_x,5_y,5_score,6_x,6_y,6_score,7_x,7_y,7_score,8_x,8_y,8_score,9_x,9_y,9_score,10_x,10_y,10_score,11_x,11_y,11_score,12_x,12_y,12_score,13_x,13_y,13_score,14_x,14_y,14_score,15_x,15_y,15_score,16_x,16_y,16_score,17_x,17_y,17_score,type_index,type_str,file_name
0.45,0.34,0.94,0.44,0.4,0.81,0.39,0.4,0.91,0.37,0.49,0.8,0.39,0.58,0.88,0.49,0.4,0.91,0.51,0.49,0.8,0.5,0.58,0.92,0.41,0.6,0.77,0.42,0.74,0.85,0.41,0.89,0.8,0.48,0.59,0.75,0.47,0.74,0.87,0.48,0.89,0.81,0.44,0.33,0.84,0.46,0.33,0.81,0.42,0.33,0.84,0.47,0.34,0.81,0,stand,./input/stand/Colour 106  (27)-stand.png
0.48,0.35,0.85,0.48,0.43,0.84,0.44,0.43,0.78,0.42,0.53,0.82,0.41,0.62,0.86,0.53,0.43,0.86,0.54,0.54,0.74,0.54,0.64,0.92,0.45,0.62,0.71,0.44,0.78,0.68,0.44,0.92,0.83,0.51,0.62,0.69,0.51,0.78,0.83,0.52,0.92,0.75,0.47,0.34,0.95,0.49,0.34,0.92,0.46,0.35,0.71,0.51,0.35,0.96,0,stand,./input/stand/Colour 113-misc-40.png
0.49,0.3,0.83,0.49,0.4,0.9,0.44,0.4,0.84,0.42,0.51,0.86,0.42,0.6,0.86,0.53,0.4,0.82,0.56,0.5,0.77,0.55,0.59,0.83,0.46,0.61,0.71,0.46,0.76,0.69,0.46,0.89,0.75,0.52,0.61,0.71,0.53,0.76,0.8,0.53,0.9,0.78,0.48,0.29,0.95,0.5,0.29,0.86,0.46,0.3,0.73,0.51,0.3,0.85,0,stand,./input/stand/Colour 12-fps-55.png
0.56,0.25,0.86,0.55,0.34,0.85,0.49,0.34,0.84,0.47,0.46,0.77,0.46,0.55,0.77,0.6,0.34,0.82,0.62,0.46,0.77,0.62,0.55,0.84,0.5,0.56,0.67,0.5,0.71,0.73,0.49,0.85,0.77,0.57,0.57,0.63,0.56,0.71,0.69,0.55,0.86,0.79,0.54,0.23,0.87,0.56,0.24,0.84,0.52,0.25,0.93,0.58,0.26,0.86,0,stand,./input/stand/Colour 148 (15)-stand.png
0.5,0.29,0.95,0.5,0.39,0.78,0.45,0.39,0.86,0.44,0.49,0.87,0.44,0.58,0.71,0.55,0.39,0.82,0.56,0.5,0.71,0.55,0.6,0.9,0.47,0.59,0.69,0.45,0.74,0.83,0.44,0.88,0.85,0.53,0.59,0.76,0.54,0.74,0.81,0.55,0.88,0.84,0.5,0.28,0.84,0.51,0.29,0.8,0.48,0.3,0.78,0.53,0.3,0.82,0,stand,./input/stand/Colour 50-fps-97.png
0.51,0.24,0.88,0.51,0.34,0.78,0.46,0.35,0.74,0.44,0.46,0.79,0.45,0.55,0.9,0.56,0.34,0.82,0.58,0.46,0.86,0.57,0.55,0.84,0.48,0.53,0.63,0.48,0.71,0.73,0.48,0.86,0.78,0.54,0.53,0.76,0.53,0.71,0.77,0.53,0.86,0.75,0.5,0.23,0.87,0.53,0.23,0.89,0.49,0.26,0.9,0.54,0.26,0.84,0,stand,./input/stand/Colour 57-golf-173.png
0.49,0.35,0.92,0.49,0.44,0.94,0.44,0.44,0.78,0.43,0.54,0.75,0.42,0.64,0.85,0.53,0.44,0.81,0.55,0.54,0.79,0.55,0.64,0.86,0.45,0.62,0.72,0.45,0.78,0.79,0.44,0.91,0.78,0.52,0.62,0.65,0.52,0.78,0.74,0.53,0.92,0.82,0.48,0.34,0.83,0.5,0.34,0.9,0.47,0.35,0.88,0.51,0.35,0.84,0,stand,./input/stand/Colour 37 (3)-stand.png
0.54,0.27,0.97,0.53,0.36,0.89,0.48,0.36,0.8,0.46,0.47,0.86,0.46,0.56,0.79,0.58,0.36,0.89,0.59,0.47,0.83,0.59,0.57,0.79,0.5,0.55,0.64,0.49,0.71,0.85,0.49,0.84,0.81,0.56,0.55,0.74,0.56,0.71,0.82,0.56,0.85,0.78,0.53,0.26,0.83,0.56,0.26,0.76,0.51,0.27,0.85,0.56,0.28,0.85,0,stand,./input/stand/Colour 50-misc-208.png
0.48,0.36,0.89,0.48,0.44,0.9,0.43,0.44,0.93,0.42,0.54,0.81,0.41,0.63,0.82,0.52,0.44,0.91,0.53,0.54,0.7,0.54,0.63,0.73,0.44,0.62,0.7,0.44,0.77,0.83,0.43,0.91,0.77,0.51,0.62,0.77,0.51,0.78,0.83,0.52,0.91,0.79,0.47,0.35,0.93,0.49,0.35,0.94,0.45,0.36,0.91,0.5,0.36,0.95,0,stand,./input/stand/Colour 37 (4)-stand.png
0.53,0.25,0.84,0.53,0.34,0.85,0.48,0.34,0.81,0.45,0.46,0.77,0.44,0.55,0.84,0.58,0.34,0.84,0.6,0.46,0.81,0.61,0.55,0.89,0.49,0.56,0.69,0.5,0.72,0.82,0.49,0.85,0.83,0.56,0.56,0.68,0.56,0.72,0.9,0.57,0.87,0.75,0.52,0.23,0.83,0.55,0.24,0.84,0.5,0.25,0.92,0.56,0.25,0.9,0,stand,./input/stand/Colour 148 (1)-stand.png
0.52,0.28,0.87,0.51,0.36,0.75,0.47,0.36,0.82,0.45,0.47,0.88,0.45,0.56,0.83,0.56,0.37,0.81,0.57,0.47,0.83,0.57,0.57,0.81,0.48,0.58,0.67,0.48,0.73,0.8,0.48,0.86,0.79,0.54,0.58,0.78,0.54,0.73,0.87,0.55,0.87,0.82,0.51,0.27,0.93,0.53,0.27,0.9,0.5,0.28,0.69,0.54,0.28,0.73,0,stand,./input/stand/Colour 214 (14)-stand.png
0.48,0.3,0.83,0.48,0.4,0.88,0.43,0.4,0.85,0.41,0.51,0.8,0.4,0.6,0.71,0.52,0.4,0.89,0.55,0.51,0.82,0.55,0.6,0.87,0.44,0.6,0.65,0.44,0.76,0.69,0.44,0.9,0.72,0.51,0.6,0.7,0.5,0.76,0.74,0.5,0.9,0.77,0.46,0.29,0.91,0.49,0.29,0.94,0.45,0.3,0.87,0.5,0.3,0.85,0,stand,./input/stand/Colour 58 (3)-stand.png
0.47,0.27,0.97,0.47,0.35,0.95,0.42,0.36,0.86,0.41,0.46,0.82,0.41,0.57,0.78,0.52,0.35,0.89,0.54,0.47,0.87,0.54,0.57,0.81,0.44,0.58,0.75,0.44,0.74,0.81,0.43,0.89,0.79,0.5,0.58,0.74,0.51,0.74,0.81,0.5,0.89,0.78,0.46,0.26,0.77,0.48,0.26,0.82,0.45,0.27,0.91,0.5,0.27,0.82,0,stand,./input/stand/Colour 36-misc-82.png
0.53,0.24,0.87,0.53,0.35,0.88,0.47,0.35,0.84,0.45,0.46,0.86,0.46,0.54,0.91,0.58,0.35,0.79,0.6,0.45,0.79,0.59,0.54,0.79,0.5,0.54,0.69,0.5,0.71,0.73,0.5,0.86,0.82,0.56,0.54,0.77,0.55,0.71,0.87,0.54,0.86,0.79,0.52,0.23,0.82,0.54,0.23,0.91,0.5,0.26,0.8,0.56,0.25,0.79,0,stand,./input/stand/Colour 169 (11)-stand.png
0.49,0.29,0.95,0.49,0.39,0.83,0.44,0.39,0.69,0.43,0.49,0.77,0.44,0.58,0.84,0.53,0.39,0.79,0.54,0.5,0.8,0.54,0.59,0.85,0.45,0.58,0.67,0.44,0.73,0.74,0.43,0.87,0.87,0.51,0.58,0.67,0.52,0.74,0.76,0.52,0.88,0.83,0.48,0.29,0.86,0.5,0.29,0.9,0.47,0.3,0.79,0.51,0.3,0.85,0,stand,./input/stand/Colour 29-misc-103.png
0.49,0.3,0.91,0.49,0.39,0.84,0.44,0.39,0.74,0.43,0.48,0.84,0.43,0.58,0.88,0.53,0.39,0.77,0.54,0.5,0.78,0.54,0.59,0.77,0.45,0.58,0.72,0.44,0.73,0.78,0.43,0.87,0.79,0.51,0.58,0.69,0.52,0.73,0.78,0.53,0.88,0.85,0.48,0.29,0.84,0.5,0.29,0.88,0.47,0.3,0.78,0.51,0.3,0.89,0,stand,./input/stand/Colour 100 (7)-stand.png
0.46,0.29,0.81,0.46,0.4,0.89,0.41,0.4,0.83,0.39,0.51,0.76,0.38,0.6,0.81,0.5,0.4,0.89,0.53,0.51,0.87,0.53,0.6,0.77,0.42,0.61,0.62,0.42,0.76,0.72,0.42,0.9,0.85,0.49,0.61,0.72,0.49,0.76,0.82,0.49,0.9,0.85,0.45,0.28,0.93,0.47,0.29,0.94,0.44,0.3,0.84,0.49,0.3,0.85,0,stand,./input/stand/Colour 42 (27)-stand.png
0.5,0.29,0.93,0.5,0.39,0.77,0.45,0.39,0.85,0.44,0.49,0.85,0.44,0.58,0.73,0.55,0.39,0.83,0.56,0.5,0.74,0.55,0.6,0.89,0.47,0.58,0.68,0.45,0.74,0.81,0.44,0.88,0.85,0.53,0.59,0.74,0.54,0.74,0.81,0.55,0.88,0.84,0.5,0.28,0.85,0.51,0.29,0.81,0.48,0.3,0.79,0.53,0.3,0.81,0,stand,./input/stand/Colour 9-fps-97.png
0.46,0.27,0.86,0.46,0.36,0.83,0.41,0.36,0.89,0.39,0.46,0.91,0.39,0.56,0.81,0.51,0.36,0.86,0.53,0.47,0.89,0.53,0.57,0.96,0.43,0.57,0.67,0.42,0.74,0.7,0.42,0.89,0.76,0.5,0.58,0.69,0.5,0.74,0.78,0.49,0.89,0.79,0.45,0.26,0.84,0.47,0.26,0.84,0.44,0.27,0.9,0.49,0.27,0.95,0,stand,./input/stand/Colour 53-golf-67.png
0.47,0.3,0.88,0.47,0.38,0.95,0.43,0.38,0.85,0.41,0.46,0.92,0.41,0.55,0.82,0.51,0.38,0.84,0.53,0.47,0.77,0.53,0.57,0.86,0.44,0.57,0.7,0.43,0.71,0.85,0.43,0.83,0.76,0.5,0.57,0.72,0.49,0.71,0.83,0.49,0.84,0.87,0.46,0.29,0.85,0.48,0.29,0.86,0.45,0.3,0.76,0.5,0.3,0.83,0,stand,./input/stand/Colour 64 (14)-stand.png
0.47,0.33,0.92,0.46,0.41,0.81,0.42,0.4,0.89,0.4,0.51,0.89,0.4,0.6,0.89,0.51,0.41,0.86,0.52,0.51,0.9,0.52,0.6,0.89,0.43,0.6,0.78,0.43,0.74,0.78,0.42,0.88,0.84,0.5,0.6,0.74,0.5,0.74,0.84,0.5,0.89,0.73,0.46,0.32,0.87,0.48,0.32,0.91,0.44,0.33,0.81,0.5,0.33,0.77,0,stand,./input/stand/Colour 84-fps-118.png
0.52,0.27,0.77,0.51,0.37,0.84,0.47,0.36,0.82,0.45,0.47,0.85,0.45,0.57,0.84,0.56,0.38,0.88,0.56,0.48,0.85,0.56,0.57,0.76,0.47,0.57,0.68,0.48,0.72,0.82,0.47,0.87,0.72,0.53,0.57,0.64,0.53,0.72,0.87,0.52,0.88,0.81,0.51,0.26,0.86,0.53,0.27,0.85,0.49,0.28,0.69,0.55,0.28,0.71,0,stand,./input/stand/Colour 6-golf-130.png
0.52,0.26,0.88,0.52,0.35,0.87,0.47,0.35,0.88,0.44,0.45,0.76,0.44,0.54,0.76,0.57,0.36,0.83,0.59,0.46,0.76,0.59,0.54,0.8,0.48,0.56,0.65,0.49,0.71,0.88,0.48,0.84,0.74,0.55,0.56,0.67,0.55,0.71,0.79,0.56,0.85,0.74,0.51,0.25,0.95,0.53,0.25,0.86,0.5,0.27,0.79,0.55,0.27,0.89,0,stand,./input/stand/Colour 165 (5)-stand.png
0.49,0.29,0.95,0.49,0.39,0.86,0.44,0.39,0.72,0.42,0.49,0.76,0.42,0.58,0.84,0.53,0.39,0.75,0.55,0.49,0.79,0.55,0.59,0.89,0.45,0.58,0.74,0.44,0.73,0.77,0.43,0.87,0.82,0.51,0.58,0.67,0.52,0.73,0.75,0.53,0.88,0.86,0.48,0.29,0.85,0.5,0.29,0.89,0.47,0.3,0.81,0.51,0.3,0.82,0,stand,./input/stand/Colour 100 (6)-stand.png
0.46,0.26,0.86,0.47,0.35,0.92,0.42,0.35,0.9,0.4,0.46,0.77,0.39,0.55,0.91,0.52,0.35,0.77,0.54,0.46,0.83,0.54,0.56,0.8,0.43,0.57,0.71,0.43,0.74,0.77,0.43,0.89,0.68,0.5,0.57,0.64,0.5,0.74,0.78,0.5,0.89,0.72,0.45,0.25,0.97,0.48,0.25,0.9,0.44,0.27,0.73,0.49,0.26,0.92,0,stand,./input/stand/Colour 79 (4)-stand.png
0.54,0.25,0.94,0.54,0.35,0.8,0.48,0.35,0.83,0.46,0.46,0.8,0.47,0.55,0.91,0.59,0.35,0.76,0.61,0.46,0.82,0.6,0.55,0.95,0.5,0.54,0.69,0.5,0.71,0.84,0.5,0.85,0.84,0.56,0.54,0.71,0.56,0.71,0.8,0.56,0.86,0.75,0.53,0.24,0.86,0.55,0.24,0.81,0.51,0.26,0.8,0.56,0.26,0.83,0,stand,./input/stand/Colour 89-fps-181.png
0.49,0.35,0.92,0.48,0.44,0.88,0.44,0.43,0.83,0.42,0.54,0.8,0.42,0.63,0.86,0.53,0.44,0.92,0.54,0.54,0.69,0.54,0.63,0.91,0.45,0.62,0.73,0.45,0.78,0.8,0.44,0.91,0.7,0.51,0.62,0.7,0.51,0.78,0.84,0.52,0.91,0.65,0.48,0.34,0.86,0.5,0.34,0.8,0.46,0.35,0.84,0.51,0.36,0.91,0,stand,./input/stand/Colour 227-fps-34.png
0.46,0.28,0.86,0.46,0.36,0.83,0.41,0.36,0.78,0.39,0.47,0.92,0.39,0.56,0.83,0.5,0.36,0.83,0.52,0.47,0.83,0.52,0.57,0.82,0.42,0.58,0.71,0.42,0.73,0.77,0.41,0.87,0.84,0.49,0.58,0.76,0.49,0.73,0.87,0.49,0.86,0.78,0.44,0.27,0.92,0.47,0.27,0.95,0.44,0.28,0.84,0.48,0.28,0.73,0,stand,./input/stand/Colour 59-fps-76.png
0.48,0.36,0.95,0.49,0.44,0.95,0.44,0.44,0.86,0.43,0.54,0.78,0.42,0.62,0.61,0.53,0.44,0.91,0.55,0.53,0.87,0.55,0.62,0.85,0.45,0.62,0.76,0.46,0.77,0.84,0.45,0.89,0.82,0.52,0.62,0.7,0.51,0.77,0.84,0.52,0.91,0.71,0.47,0.35,0.88,0.5,0.35,0.86,0.46,0.36,0.76,0.51,0.36,0.95,0,stand,./input/stand/Colour 37 (8)-stand.png
0.48,0.36,0.83,0.48,0.43,0.82,0.44,0.43,0.88,0.42,0.53,0.86,0.41,0.62,0.87,0.53,0.44,0.9,0.54,0.54,0.71,0.54,0.64,0.9,0.44,0.62,0.69,0.44,0.77,0.86,0.43,0.91,0.66,0.51,0.62,0.77,0.51,0.78,0.82,0.52,0.92,0.8,0.47,0.35,0.87,0.49,0.35,0.9,0.46,0.36,0.91,0.5,0.36,0.96,0,stand,./input/stand/Colour 47-golf-25.png
0.55,0.26,0.89,0.54,0.35,0.87,0.49,0.35,0.8,0.46,0.46,0.81,0.46,0.54,0.74,0.59,0.35,0.79,0.61,0.46,0.83,0.61,0.56,0.8,0.5,0.54,0.63,0.5,0.71,0.76,0.5,0.85,0.77,0.56,0.54,0.72,0.56,0.71,0.81,0.56,0.86,0.85,0.54,0.24,0.87,0.56,0.24,0.94,0.52,0.26,0.85,0.57,0.27,0.8,0,stand,./input/stand/Colour 190 (6)-stand.png
0.47,0.32,0.99,0.47,0.4,0.95,0.42,0.4,0.84,0.4,0.49,0.8,0.41,0.58,0.84,0.52,0.4,0.77,0.54,0.5,0.75,0.53,0.59,0.88,0.43,0.59,0.78,0.43,0.74,0.79,0.41,0.88,0.83,0.5,0.6,0.71,0.48,0.74,0.85,0.48,0.88,0.75,0.46,0.3,0.83,0.48,0.3,0.88,0.45,0.32,0.77,0.5,0.33,0.66,0,stand,./input/stand/Colour 106  (6)-stand.png
0.55,0.27,0.96,0.53,0.36,0.81,0.48,0.35,0.84,0.47,0.46,0.89,0.47,0.56,0.88,0.58,0.36,0.88,0.6,0.47,0.92,0.6,0.57,0.89,0.5,0.54,0.62,0.5,0.7,0.75,0.49,0.84,0.71,0.56,0.54,0.73,0.56,0.71,0.86,0.56,0.85,0.79,0.53,0.25,0.8,0.56,0.26,0.84,0.52,0.27,0.85,0.57,0.27,0.86,0,stand,./input/stand/Colour 65-fps-202.png
0.46,0.32,0.83,0.46,0.4,0.9,0.41,0.4,0.87,0.39,0.5,0.74,0.4,0.59,0.82,0.5,0.4,0.9,0.52,0.5,0.86,0.52,0.59,0.73,0.42,0.59,0.67,0.42,0.74,0.7,0.41,0.88,0.86,0.49,0.6,0.82,0.48,0.74,0.75,0.48,0.88,0.75,0.45,0.31,0.95,0.48,0.31,0.92,0.44,0.32,0.78,0.49,0.33,0.84,0,stand,./input/stand/Colour 106  (7)-stand.png
0.48,0.36,0.83,0.48,0.44,0.82,0.44,0.44,0.89,0.42,0.53,0.84,0.41,0.62,0.85,0.52,0.44,0.9,0.54,0.54,0.73,0.54,0.64,0.88,0.44,0.62,0.69,0.44,0.77,0.84,0.43,0.91,0.69,0.51,0.62,0.76,0.51,0.78,0.84,0.52,0.92,0.8,0.47,0.35,0.86,0.49,0.35,0.89,0.45,0.36,0.91,0.5,0.36,0.95,0,stand,./input/stand/Colour 11-golf-25.png
0.47,0.3,0.82,0.47,0.4,0.92,0.42,0.4,0.76,0.41,0.51,0.75,0.41,0.61,0.79,0.52,0.4,0.9,0.54,0.51,0.83,0.54,0.61,0.82,0.44,0.61,0.67,0.44,0.77,0.77,0.44,0.9,0.76,0.5,0.61,0.77,0.5,0.77,0.82,0.5,0.91,0.72,0.45,0.29,0.96,0.48,0.28,0.88,0.44,0.3,0.51,0.5,0.29,0.88,0,stand,./input/stand/Colour 58 (6)-stand.png
0.5,0.28,0.66,0.49,0.37,0.83,0.45,0.37,0.79,0.43,0.47,0.82,0.43,0.58,0.81,0.54,0.38,0.74,0.55,0.47,0.62,0.55,0.57,0.89,0.46,0.57,0.62,0.45,0.72,0.87,0.44,0.86,0.72,0.52,0.57,0.69,0.5,0.72,0.9,0.5,0.87,0.7,0.5,0.27,0.72,0.51,0.27,0.72,0.48,0.28,0.5,0.52,0.28,0.26,0,stand,./input/stand/Colour 61-misc-145.png
0.52,0.27,0.97,0.51,0.36,0.74,0.47,0.36,0.87,0.45,0.46,0.92,0.44,0.55,0.84,0.56,0.36,0.8,0.57,0.47,0.79,0.57,0.57,0.77,0.48,0.57,0.7,0.48,0.73,0.81,0.47,0.86,0.8,0.54,0.58,0.74,0.54,0.73,0.75,0.54,0.87,0.79,0.51,0.26,0.83,0.53,0.26,0.75,0.5,0.27,0.7,0.55,0.27,0.67,0,stand,./input/stand/Colour 214 (19)-stand.png
0.53,0.24,0.95,0.53,0.34,0.9,0.47,0.34,0.85,0.45,0.45,0.78,0.45,0.55,0.87,0.58,0.34,0.88,0.6,0.45,0.75,0.6,0.55,0.9,0.49,0.56,0.71,0.49,0.71,0.78,0.49,0.85,0.82,0.56,0.56,0.71,0.56,0.71,0.85,0.57,0.87,0.76,0.52,0.23,0.78,0.54,0.23,0.88,0.5,0.25,0.85,0.56,0.25,0.89,0,stand,./input/stand/Colour 148 (5)-stand.png
0.48,0.36,0.84,0.48,0.43,0.82,0.44,0.43,0.87,0.42,0.53,0.87,0.41,0.62,0.87,0.53,0.44,0.9,0.54,0.54,0.69,0.54,0.64,0.9,0.44,0.62,0.7,0.44,0.77,0.86,0.43,0.91,0.69,0.51,0.62,0.78,0.51,0.78,0.84,0.52,0.92,0.79,0.47,0.35,0.88,0.49,0.35,0.9,0.45,0.36,0.9,0.5,0.36,0.96,0,stand,./input/stand/Colour 39-golf-25.png
0.53,0.27,0.95,0.53,0.35,0.95,0.48,0.35,0.85,0.45,0.46,0.86,0.44,0.55,0.88,0.58,0.36,0.9,0.6,0.46,0.9,0.6,0.56,0.88,0.49,0.55,0.71,0.49,0.71,0.88,0.48,0.83,0.77,0.56,0.56,0.69,0.55,0.71,0.75,0.56,0.85,0.74,0.52,0.26,0.79,0.54,0.26,0.83,0.5,0.27,0.9,0.56,0.27,0.91,0,stand,./input/stand/Colour 165 (1)-stand.png
0.44,0.29,0.89,0.45,0.39,0.92,0.4,0.4,0.81,0.39,0.51,0.8,0.39,0.61,0.81,0.5,0.39,0.77,0.53,0.49,0.75,0.54,0.6,0.85,0.43,0.61,0.72,0.43,0.76,0.82,0.43,0.9,0.84,0.5,0.6,0.64,0.5,0.76,0.77,0.5,0.9,0.82,0.43,0.29,0.89,0.45,0.28,0.84,0.42,0.3,0.74,0.47,0.29,0.98,0,stand,./input/stand/Colour 42 (24)-stand.png
0.55,0.26,0.94,0.54,0.36,0.85,0.49,0.35,0.86,0.46,0.47,0.88,0.46,0.56,0.83,0.59,0.36,0.87,0.6,0.47,0.94,0.6,0.57,0.88,0.5,0.54,0.64,0.5,0.71,0.73,0.49,0.85,0.73,0.56,0.54,0.73,0.56,0.71,0.85,0.56,0.85,0.81,0.54,0.25,0.83,0.56,0.26,0.86,0.52,0.27,0.88,0.57,0.27,0.85,0,stand,./input/stand/Colour 40-fps-202.png
0.5,0.27,0.86,0.48,0.36,0.78,0.44,0.36,0.88,0.42,0.47,0.78,0.43,0.57,0.76,0.53,0.37,0.82,0.54,0.47,0.83,0.54,0.55,0.83,0.45,0.57,0.7,0.45,0.72,0.81,0.44,0.88,0.67,0.51,0.57,0.68,0.5,0.72,0.72,0.5,0.88,0.72,0.49,0.26,0.78,0.51,0.26,0.82,0.47,0.27,0.73,0.52,0.27,0.26,0,stand,./input/stand/Colour 127 (11)-stand.png
0.46,0.26,0.76,0.46,0.35,0.75,0.41,0.35,0.83,0.39,0.45,0.85,0.39,0.55,0.8,0.51,0.35,0.78,0.53,0.46,0.79,0.53,0.56,0.74,0.43,0.57,0.65,0.43,0.74,0.74,0.43,0.89,0.73,0.5,0.58,0.67,0.5,0.74,0.74,0.5,0.89,0.76,0.45,0.24,0.97,0.47,0.24,0.97,0.44,0.26,0.86,0.49,0.26,0.83,0,stand,./input/stand/Colour 64 (19)-stand.png
0.44,0.3,0.83,0.44,0.38,0.82,0.4,0.38,0.89,0.39,0.47,0.78,0.38,0.56,0.79,0.49,0.38,0.91,0.5,0.47,0.9,0.51,0.55,0.94,0.42,0.57,0.75,0.42,0.71,0.71,0.43,0.84,0.79,0.48,0.57,0.7,0.48,0.71,0.81,0.49,0.84,0.85,0.43,0.29,0.94,0.45,0.29,0.93,0.42,0.3,0.91,0.46,0.3,0.72,0,stand,./input/stand/Colour 64 (10)-stand.png
0.46,0.32,0.82,0.45,0.4,0.94,0.41,0.4,0.88,0.39,0.5,0.76,0.39,0.58,0.88,0.5,0.4,0.84,0.52,0.5,0.8,0.51,0.59,0.93,0.42,0.6,0.74,0.42,0.74,0.89,0.41,0.88,0.85,0.49,0.6,0.78,0.48,0.74,0.81,0.49,0.89,0.8,0.45,0.32,0.97,0.47,0.32,0.97,0.44,0.33,0.81,0.48,0.33,0.74,0,stand,./input/stand/Colour 106  (5)-stand.png
0.54,0.24,0.83,0.53,0.35,0.83,0.48,0.35,0.68,0.46,0.45,0.78,0.47,0.54,0.89,0.58,0.35,0.85,0.6,0.46,0.83,0.59,0.54,0.89,0.5,0.54,0.66,0.5,0.71,0.71,0.5,0.86,0.73,0.56,0.54,0.7,0.55,0.71,0.8,0.54,0.86,0.77,0.52,0.24,0.84,0.55,0.24,0.86,0.51,0.26,0.88,0.56,0.26,0.83,0,stand,./input/stand/Colour 169 (15)-stand.png
0.49,0.29,0.95,0.48,0.39,0.81,0.43,0.39,0.84,0.41,0.5,0.78,0.4,0.6,0.79,0.53,0.39,0.85,0.55,0.49,0.71,0.56,0.59,0.92,0.45,0.6,0.71,0.45,0.76,0.8,0.45,0.9,0.84,0.52,0.6,0.63,0.51,0.76,0.75,0.52,0.91,0.64,0.48,0.28,0.8,0.5,0.29,0.86,0.46,0.29,0.83,0.51,0.3,0.77,0,stand,./input/stand/Colour 42 (17)-stand.png
0.56,0.25,0.85,0.55,0.34,0.83,0.5,0.34,0.79,0.47,0.45,0.84,0.46,0.54,0.76,0.6,0.34,0.79,0.62,0.46,0.85,0.62,0.55,0.84,0.5,0.55,0.67,0.5,0.71,0.84,0.5,0.85,0.76,0.57,0.56,0.63,0.56,0.71,0.83,0.55,0.86,0.8,0.54,0.23,0.85,0.56,0.23,0.83,0.52,0.25,0.89,0.58,0.25,0.89,0,stand,./input/stand/Colour 148 (17)-stand.png
0.47,0.31,0.94,0.48,0.4,0.83,0.43,0.4,0.92,0.42,0.51,0.85,0.41,0.6,0.86,0.52,0.4,0.89,0.54,0.51,0.85,0.54,0.61,0.84,0.44,0.6,0.61,0.44,0.76,0.71,0.43,0.9,0.85,0.5,0.61,0.74,0.5,0.76,0.82,0.5,0.9,0.86,0.46,0.3,0.86,0.48,0.29,0.89,0.45,0.31,0.44,0.5,0.3,0.81,0,stand,./input/stand/Colour 42 (19)-stand.png
0.5,0.27,0.95,0.5,0.36,0.78,0.45,0.37,0.8,0.44,0.47,0.85,0.44,0.55,0.92,0.54,0.36,0.81,0.55,0.47,0.8,0.56,0.55,0.93,0.47,0.57,0.72,0.48,0.73,0.81,0.48,0.87,0.72,0.53,0.57,0.72,0.52,0.73,0.89,0.53,0.87,0.76,0.49,0.26,0.89,0.5,0.26,0.89,0.47,0.28,0.66,0.52,0.28,0.65,0,stand,./input/stand/Colour 214 (12)-stand.png
0.56,0.26,0.8,0.55,0.35,0.9,0.5,0.35,0.8,0.48,0.46,0.84,0.48,0.56,0.81,0.6,0.35,0.92,0.61,0.47,0.86,0.61,0.57,0.84,0.51,0.54,0.65,0.51,0.71,0.79,0.5,0.85,0.79,0.57,0.54,0.66,0.57,0.71,0.67,0.57,0.86,0.67,0.55,0.24,0.94,0.57,0.25,0.82,0.53,0.26,0.84,0.58,0.27,0.97,0,stand,./input/stand/Colour 205 (4)-stand.png
0.47,0.3,0.86,0.47,0.4,0.9,0.43,0.4,0.77,0.4,0.51,0.76,0.41,0.61,0.77,0.52,0.4,0.89,0.54,0.51,0.84,0.54,0.61,0.79,0.44,0.61,0.68,0.44,0.77,0.77,0.44,0.9,0.75,0.5,0.61,0.76,0.5,0.77,0.81,0.5,0.91,0.72,0.46,0.29,0.89,0.48,0.29,0.8,0.45,0.3,0.73,0.5,0.29,0.87,0,stand,./input/stand/Colour 58 (2)-stand.png
0.53,0.24,0.95,0.53,0.35,0.88,0.47,0.35,0.84,0.45,0.45,0.79,0.47,0.53,0.96,0.58,0.35,0.8,0.6,0.45,0.82,0.58,0.54,0.9,0.5,0.53,0.68,0.49,0.71,0.8,0.49,0.85,0.87,0.56,0.53,0.72,0.55,0.71,0.81,0.54,0.86,0.82,0.51,0.23,0.77,0.54,0.23,0.82,0.5,0.26,0.76,0.56,0.26,0.77,0,stand,./input/stand/Colour 169 (5)-stand.png
0.5,0.28,0.94,0.5,0.37,0.8,0.46,0.36,0.72,0.44,0.47,0.73,0.44,0.56,0.74,0.55,0.37,0.84,0.56,0.48,0.79,0.56,0.57,0.91,0.47,0.58,0.7,0.47,0.73,0.88,0.47,0.87,0.71,0.53,0.58,0.73,0.52,0.73,0.91,0.52,0.87,0.78,0.5,0.27,0.89,0.51,0.27,0.81,0.48,0.28,0.58,0.53,0.28,0.7,0,stand,./input/stand/Colour 107-misc-232.png
0.49,0.36,1.0,0.49,0.45,0.93,0.44,0.45,0.83,0.43,0.54,0.75,0.42,0.62,0.79,0.53,0.45,0.9,0.54,0.54,0.84,0.55,0.64,0.92,0.45,0.62,0.77,0.45,0.77,0.85,0.45,0.9,0.85,0.51,0.62,0.73,0.51,0.77,0.85,0.52,0.91,0.7,0.48,0.35,0.78,0.5,0.35,0.81,0.46,0.36,0.84,0.51,0.36,0.83,0,stand,./input/stand/Colour 37 (2)-stand.png
